CreatedByDsc,CreatedByName,DefaultUoMIdDsc,DefaultUoMIdName,DefaultUoMScheduleIdDsc,DefaultUoMScheduleIdName,ModifiedByDsc,ModifiedByName,OrganizationIdDsc,OrganizationIdName,PriceLevelIdDsc,PriceLevelIdName,SubjectIdDsc,SubjectIdName,DeletionStateCode,Name,Description,ProductTypeCode,ProductUrl,Price,IsKit,ProductNumber,Size,CurrentCost,StockVolume,StandardCost,StockWeight,QuantityDecimal,QuantityOnHand,IsStockItem,SupplierName,VendorName,VendorPartNumber,CreatedOn,ModifiedOn,StateCode,StatusCode
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Veste classique, petit (S)","D'une grande légèreté, excellent coupe-vent, se plie pour se glisser dans la poche.",1,,"63,50",FALSE,VE-C304-S,S,"43,66",,"34,93",,0,180,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Roue avant - VTT HL,Roue de secours VTT haute performance.,1,,"300,22",FALSE,FW-M928,,"259,93",,"222,16",,0,831,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-350-W Jaune, 42","Entraînement, course, ou tout simplement promenade ; vous pourrez tout faire avec ce vélo spécialement conçu pour les femmes. Son tout dernier modèle de selle apporte un confort sans égal pour rouler toute la journée.",1,,"1 700,99",FALSE,BK-R79Y-42,42,"1 283,91",,"1 258,73",1 577 273,0,148,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Short pour femme, grand (L)","Solide, résistant à l'usure, ce cuissard intègre un short en lycra sans couture et une peau de chamois traitée anti-bactéries pour un meilleur confort.",1,,"69,99",FALSE,SH-W890-L,L,"46,96",,"38,49",,0,288,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-100 Gris métallisé, 48","VTT de compétition haut de gamme. Ses options d'amélioration des performances comprennent le nouveau cadre HL, des suspensions avant ultra-souples et une bonne puissance de traction sur tous les terrains.",1,,"3 399,99",FALSE,BK-M82S-48,48,"2 541,15",,"2 515,99",2 142 308,0,164,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-200 Noir, 46","Si vous aimez rouler hors des sentiers battus. Parfait à tous les niveaux de compétition, ce vélo est conçu avec le même cadre HL que le VTT-100.",1,,"2 294,99",FALSE,BK-M68B-46,46,"1 715,28",,"1 698,29",24 125,0,137,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-750 Noir, 48",Vélo pour adulte premier niveau. Il offre un niveau de confort élevé pour le cross ou simplement pour faire le tour du quartier. Moyeux et jantes faciles à démonter.,1,,"539,99",FALSE,BK-R19B-48,48,"407,58",,"399,59",20 125,0,155,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-350-W Jaune, 44","Entraînement, course, ou tout simplement promenade ; vous pourrez tout faire avec ce vélo spécialement conçu pour les femmes. Son tout dernier modèle de selle apporte un confort sans égal pour rouler toute la journée.",1,,"1 700,99",FALSE,BK-R79Y-44,44,"1 283,91",,"1 258,73",16 125,0,133,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Pneu Route ML,Caoutchouc à densité plus élevée.,1,,"24,99",FALSE,TI-R628,,"18,83",,"13,74",,0,855,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de tourisme,Actif,"Tourisme-1000 Jaune, 50","Voyagez avec style et confort. Ce vélo est conçu pour vous rendre la route plus agréable et plus sûre. Avec une vaste gamme de changements de vitesses, vous pourrez affronter toutes les côtes. Fabriqué avec le dernier alliage d'aluminium, il vous offre la solidité sans le surplus de poids.",1,,"2 384,07",FALSE,BK-T79Y-50,50,"1 817,14",,"1 764,21",2 542 308,0,137,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-500 Gris métallisé, 42",Convient à tous les types d'excursion routière ou tout terrain. Parfait pour les petits budgets. Confort de conduite et passage des vitesses en douceur.,1,,"564,99",FALSE,BK-M18S-42,42,"422,27",,"418,09",2 777 273,0,164,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Inactif,"Cadre LL VTT - Noir, 40","Notre meilleur prix, avec la technologie révolutionnaire utilisée pour nos cadres ML en aluminium.",1,,"249,79",FALSE,FR-M21B-40,40,"207,03",,"184,84","2,88",0,719,TRUE,,,,24/01/2008,24/01/2008,Inactif,2
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL Route - Rouge, 48","Notre cadre LL apporte le confort et la sécurité de conduite dont vous rêvez, associés à une suspension supérieure, le tout à un prix très agréable.",1,,"337,22",FALSE,FR-R38R-48,48,"284,48",,"249,54","2,36",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-650 Noir, 58","Excellent prix pour ce vélo présentant de nombreux équipements de nos meilleurs modèles. Le système d'éclairage, la solidité du cadre et l'accélération rapide sont des caractéristiques qui ont fait notre réputation.",1,,"782,99",FALSE,BK-R50B-58,58,"591,00",,"579,41",197 931,0,134,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Maillot cycliste classique, manches courtes, grand (L)","Maillot cycliste classique à manches courtes, tissu aéré avec contrôle de la transpiration, fermeture éclair sur le devant, trois poches dans le dos.",1,,"53,99",FALSE,SJ-0194-L,L,"35,93",,"29,69",,0,36,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Roue avant - Tourisme,Des jantes parfaitement aérodynamiques pour glisser sur la route.,1,,"218,01",FALSE,FW-T905,,"188,75",,"161,33",,0,736,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Pédalier ML,Bras de pédalier ultra-solide.,1,,"256,49",FALSE,CS-6583,,"204,99",,"189,80",635,0,905,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single article,0,Vêtements,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Maillot cycliste classique, manches courtes, très grand (XL)","Maillot cycliste classique à manches courtes, tissu aéré avec contrôle de la transpiration, fermeture éclair sur le devant, trois poches dans le dos.",1,,"53,99",FALSE,SJ-0194-X,XL,"35,93",,"29,69",,0,72,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Jeu de pédalier cadre ML,Cuvettes en alliage d'aluminium ; axe large diamètre.,1,,"101,24",FALSE,BB-8107,,"78,66",,"74,92",168,0,816,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Guidon Tourisme LL,Sa forme unique réduit la fatigue. Pour les cyclistes de premier niveau.,1,,"46,09",FALSE,HB-T721,,"35,47",,"34,11",,0,802,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL Route - Rouge, 58","Notre meilleur cadre et le plus léger. Fabriqué avec le tout dernier alliage du marché, il est soudé et traité thermiquement pour une meilleure solidité. Notre design innovant apporte des performances et un confort maximum.",1,,"1 431,50",FALSE,FR-R92R-58,58,"1 207,61",,"1 059,31","2,24",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Éclairage avant - double faisceau,Lampe double faisceau rechargeable,1,,"34,99",FALSE,LT-H902,,"25,60",,"19,24",,0,180,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Single pair,0,Paire d'unités,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,"Chaussettes Coureur, grand (L)","Finesse, légèreté, solidité, bonne tenue à la cheville.",1,,"8,99",FALSE,SO-R-809-L,L,"6,08",,"4,94",,0,288,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Inactif,Roue avant - Route LL,Roue de secours avant pour les cyclistes de premier niveau.,1,,"85,57",FALSE,FW-R623,,"74,08",,"63,32",900,0,888,TRUE,,,,24/01/2008,24/01/2008,Inactif,2
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL VTT - Noir, 52","Notre meilleur prix, avec la technologie révolutionnaire utilisée pour nos cadres ML en aluminium.",1,,"249,79",FALSE,FR-M21B-52,52,"207,03",,"184,84","3,04",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL Tourisme - Jaune, 46","Le cadre en aluminium HL a été confectionné sur mesure pour une meilleure solidité, sans pour autant négliger l'esthétique. Il résistera aux défis les plus importants de vos excursions quotidiennes. Modèle pour homme.",1,,"1 003,91",FALSE,FR-T98Y-46,46,"861,76",,"742,89","2,96",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-500 Noir, 44",Convient à tous les types d'excursion routière ou tout terrain. Parfait pour les petits budgets. Confort de conduite et passage des vitesses en douceur.,1,,"539,99",FALSE,BK-M18B-44,44,"403,59",,"399,59",28 125,0,154,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre LL Tourisme - Bleu, 50",Cadre en aluminium léger renforcé offrant une position de route plus droite pour les balades en ville. Notre design révolutionnaire apporte un confort optimal.,1,,"333,42",FALSE,FR-T67U-50,50,"286,21",,"246,73","3,1",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de route,Actif,"Route-550-W Jaune, 40","La technologie employée est celle que l'on retrouve sur tous nos vélos de route en série, mais le cadre est conçu pour les femmes. Ce vélo est parfait pour la promenade ou la course.",1,,"1 120,49",FALSE,BK-R64Y-40,40,"845,75",,"829,16",1 777 273,0,133,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-500 Noir, 52",Convient à tous les types d'excursion routière ou tout terrain. Parfait pour les petits budgets. Confort de conduite et passage des vitesses en douceur.,1,,"539,99",FALSE,BK-M18B-52,52,"403,59",,"399,59",2 867 857,0,153,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vélos de tourisme,Actif,"Tourisme-3000 Bleu, 44",Ce vélo de toutes les occasions présentant un équipement de base sur le plan du confort et de la sécurité est proposé à un prix avantageux. Ses pneus plus larges offrent une meilleure tenue de route pour les balades en ville ou les sorties le week-end.,1,,"742,35",FALSE,BK-T18U-44,44,"565,82",,"549,34",2 877 273,0,163,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Vêtements et accessoires,Actif,Pompe VTT,Simple et légère. Des rustines d'urgence sont glissées dans la poignée.,1,,"24,99",FALSE,PU-M044,,"18,69",,"13,74",,0,324,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL VTT - Gris métallisé, 48","Dans nos ateliers de Bothell, chaque cadre est assemblé à la main avec un diamètre et une épaisseur adaptés à un VTT de première qualité. En aluminium assemblé par soudage et traité thermiquement, ce cadre est d'un diamètre plus large que la normale pour mieux amortir les chocs.",1,,"1 364,50",FALSE,FR-M94S-52,48,"1 130,90",,"1 009,73","2,8",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,"Cadre HL Route - Noir, 52","Notre meilleur cadre et le plus léger. Fabriqué avec le tout dernier alliage du marché, il est soudé et traité thermiquement pour une meilleure solidité. Notre design innovant apporte des performances et un confort maximum.",1,,"1 431,50",FALSE,FR-R92B-52,52,"1 207,61",,"1 059,31","2,2",0,,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Guidon Route ML,Forme ergonomique pour ce tube en aluminium qui séduira tous les cyclistes.,1,,"61,92",FALSE,HB-R720,,"47,65",,"45,82",,0,822,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Célibataire,0,Vélo et cadre,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,VTT,Actif,"VTT-400-W Gris métallisé, 40","Ce vélo apporte un niveau de performances élevé pour un prix convenable. Il est maniable et souple, et vous pourrez rouler l'esprit tranquille si vous décidez de quitter la route pour rejoindre les grands espaces.",1,,"769,49",FALSE,BK-M38S-40,40,"575,12",,"569,42",2 677 273,0,153,TRUE,,,,24/01/2008,24/01/2008,Actif,1
0,First name Last name,0,Each,0,Général,0,First name Last name,0,AdventureWorksCycle,0,Commerce de gros,0,Composants,Actif,Selle Route HL,Selle de course légère en aramide. Dessus cuir.,1,,"52,64",FALSE,SE-R995,,"44,80",,"38,95",,0,467,TRUE,,,,24/01/2008,24/01/2008,Actif,1
